LIGHTNESS METINGEN
Algoritme 1
,Localization Steps,,,,,Extraction Steps,,,,Postprocessing,Representation,Hit ratio
Picture,Prep,1,2,3, 4,5,Prep,1,2,3, 1,1
Child (62).png, 1,1,1,1,0,0,0,0,0,0,0,0,0,( 4 / 12 )
Child (63).png, 1,1,1,1,0,0,0,0,0,0,0,0,0,( 4 / 12 )
Child (64).png, 1,1,1,1,1,1,1,1,1,1,1,1,0,( 12 / 12 )
Child (65).png, 1,1,1,1,1,1,1,1,1,1,1,1,0,( 12 / 12 )
Child (66).png, 1,1,1,1,1,1,1,1,1,1,1,1,0,( 12 / 12 )
Child (67).png, 1,1,1,1,1,1,1,1,1,1,1,1,0,( 12 / 12 )
Child (68).png, 1,1,1,1,1,1,1,1,1,1,1,1,0,( 12 / 12 )
Child (69).png, 1,1,1,1,1,1,1,1,1,1,1,1,0,( 12 / 12 )
Child (70).png, 1,1,1,1,1,1,1,1,1,1,1,1,0,( 12 / 12 )
Child (71).png, 1,1,1,1,1,1,1,1,1,1,1,1,0,( 12 / 12 )
Child (72).png, 1,1,1,1,1,1,1,1,1,1,1,1,0,( 12 / 12 )
Child (73).png, 1,1,1,1,1,1,1,1,1,1,1,1,0,( 12 / 12 )
Child (74).png, 1,1,1,1,1,1,1,1,1,1,1,1,0,( 12 / 12 )
Child (75).png, 1,1,1,1,1,1,1,1,1,1,1,1,0,( 12 / 12 )
Child (76).png, 1,1,1,1,1,1,1,1,1,1,1,1,0,( 12 / 12 )
Child (77).png, 1,1,1,1,1,1,1,1,1,1,1,1,0,( 12 / 12 )
Child (78).png, 1,1,1,1,1,1,1,1,1,1,1,1,0,( 12 / 12 )
Child (79).png, 1,1,1,1,1,1,1,1,1,1,1,1,0,( 12 / 12 )
Child (80).png, 1,1,1,1,1,1,1,1,1,1,1,1,0,( 12 / 12 )
Child (81).png, 1,1,1,1,1,1,1,1,1,1,1,1,0,( 12 / 12 )
Child (82).png, 1,1,1,1,1,1,1,1,1,1,1,1,0,( 12 / 12 )
Child (83).png, 1,1,1,1,1,1,1,1,1,1,1,1,0,( 12 / 12 )
Child (84).png, 1,1,1,1,1,1,1,1,1,1,1,1,0,( 12 / 12 )
Child (85).png, 1,1,1,1,1,1,1,1,1,1,1,1,0,( 12 / 12 )
Child (86).png, 1,1,1,1,1,1,1,1,1,1,1,1,0,( 12 / 12 )
Child (87).png, 1,1,1,1,1,1,1,1,1,1,1,1,0,( 12 / 12 )
Child (88).png, 1,1,1,1,1,1,1,1,1,1,1,1,0,( 12 / 12 )
Child (89).png, 1,1,1,1,1,1,1,1,1,1,1,1,0,( 12 / 12 )
Child (90).png, 1,1,1,1,1,1,1,1,1,1,1,1,0,( 12 / 12 )
Child (91).png, 1,1,1,1,1,1,1,1,1,1,1,1,0,( 12 / 12 )
Child (92).png, 1,1,1,1,1,1,1,1,1,1,1,1,0,( 12 / 12 )
Child (93).png, 1,1,1,1,1,1,1,1,1,1,1,1,0,( 12 / 12 )
Child (94).png, 1,1,1,1,1,1,1,1,1,1,1,1,0,( 12 / 12 )
Child (95).png, 1,1,1,1,1,1,1,1,1,1,1,1,0,( 12 / 12 )
Child (96).png, 1,1,1,1,1,1,1,1,1,1,1,1,0,( 12 / 12 )
Child (97).png, 1,1,1,1,1,1,1,1,1,0,0,0,0,( 9 / 12 )
Child (98).png, 1,1,1,1,1,1,1,1,1,0,0,0,0,( 9 / 12 )
Child (99).png, 1,1,1,1,1,1,1,1,1,0,0,0,0,( 9 / 12 )
