LIGHTNESS METINGEN
Algoritme 1
,Localization Steps,,,,,,Extraction Steps,,,,Postprocessing,Representation,,Hit ratio( X / 12 ), ,Picture,Hit ratio (X / 12)
Picture,Prep,1,2,3, 4,5,Prep,1,2,3, 1,1
Man (1).png, 1,1,0,0,0,0,0,0,0,0,0,0,,,,,Man (1).png,2
Man (2).png, 1,1,0,0,0,0,0,0,0,0,0,0,,,,,Man (2).png,2
Man (3).png, 1,1,1,1,0,0,0,0,0,0,0,0,,,,,Man (3).png,4
Man (4).png, 1,1,1,1,0,0,0,0,0,0,0,0,,,,,Man (4).png,4
Man (5).png, 1,1,1,1,0,0,0,0,0,0,0,0,,,,,Man (5).png,4
Man (6).png, 1,1,1,1,0,0,0,0,0,0,0,0,,,,,Man (6).png,4
Man (7).png, 1,1,1,1,0,0,0,0,0,0,0,0,,,,,Man (7).png,4
Man (8).png, 1,1,1,1,0,0,0,0,0,0,0,0,,,,,Man (8).png,4
Man (9).png, 1,1,1,1,0,0,0,0,0,0,0,0,,,,,Man (9).png,4
Man (10).png, 1,1,1,1,0,0,0,0,0,0,0,0,,,,,Man (10).png,4
Man (11).png, 1,1,1,1,0,0,0,0,0,0,0,0,,,,,Man (11).png,4
Man (12).png, 1,1,0,0,0,0,0,0,0,0,0,0,,,,,Man (12).png,2
Man (13).png, 1,1,0,0,0,0,0,0,0,0,0,0,,,,,Man (13).png,2
Man (14).png, 1,1,0,0,0,0,0,0,0,0,0,0,,,,,Man (14).png,2
Man (15).png, 1,1,0,0,0,0,0,0,0,0,0,0,,,,,Man (15).png,2
Man (16).png, 1,1,0,0,0,0,0,0,0,0,0,0,,,,,Man (16).png,2
Man (17).png, 1,1,1,1,1,1,1,1,1,0,0,0,,,,,Man (17).png,9
Man (18).png, 1,1,1,1,0,0,0,0,0,0,0,0,,,,,Man (18).png,4
Man (19).png, 1,1,1,1,0,0,0,0,0,0,0,0,,,,,Man (19).png,4
Man (20).png, 1,1,1,1,1,1,1,1,1,0,0,0,,,,,Man (20).png,9
Man (21).png, 1,1,1,1,1,1,1,1,1,0,0,0,,,,,Man (21).png,9
Man (22).png, 1,1,1,1,1,1,1,1,1,1,1,1,,,,,Man (22).png,12
Man (23).png, 1,1,1,1,1,1,1,1,1,1,1,1,,,,,Man (23).png,12
Man (24).png, 1,1,1,1,1,1,1,1,1,1,1,1,,,,,Man (24).png,12
Man (25).png, 1,1,1,1,1,1,1,1,1,1,1,1,,,,,Man (25).png,12
Man (26).png, 1,1,1,1,1,1,1,1,1,1,1,1,,,,,Man (26).png,12
Man (27).png, 1,1,1,1,1,1,1,1,1,1,1,1,,,,,Man (27).png,12
Man (28).png, 1,1,1,1,1,1,1,1,1,1,1,1,,,,,Man (28).png,12
Man (29).png, 1,1,1,1,1,1,1,1,1,1,1,1,,,,,Man (29).png,12
Man (30).png, 1,1,1,1,1,1,1,1,1,1,1,1,,,,,Man (30).png,12
Man (31).png, 1,1,1,1,1,1,1,1,1,1,1,1,,,,,Man (31).png,12
Man (32).png, 1,1,1,1,1,1,1,1,1,1,1,1,,,,,Man (32).png,12
Man (33).png, 1,1,1,1,1,1,1,1,1,1,1,1,,,,,Man (33).png,12
Man (34).png, 1,1,1,1,1,1,1,1,1,1,1,1,,,,,Man (34).png,12
Man (35).png, 1,1,1,1,1,1,1,1,1,1,1,1,,,,,Man (35).png,12
Man (36).png, 1,1,1,1,1,1,1,1,1,1,1,1,,,,,Man (36).png,12
Man (37).png, 1,1,1,1,1,1,1,1,1,1,1,1,,,,,Man (37).png,12
Man (38).png, 1,1,1,1,1,1,1,1,1,0,0,0,,,,,Man (38).png,9
Man (39).png, 1,1,1,1,1,1,1,1,1,0,0,0,,,,,Man (39).png,9
Man (40).png, 1,1,1,1,1,1,1,1,1,1,1,1,,,,,Man (40).png,12
Man (41).png, 1,1,1,1,0,0,0,0,0,0,0,0,,,,,Man (41).png,4
Man (42).png, 1,1,1,1,0,0,0,0,0,0,0,0,,,,,Man (42).png,4
Man (43).png, 1,1,1,1,0,0,0,0,0,0,0,0,,,,,Man (43).png,4
Man (44).png, 1,1,1,1,1,1,1,1,1,1,1,1,,,,,Man (44).png,12
Man (45).png, 1,1,1,1,1,1,1,1,1,1,1,1,,,,,Man (45).png,12
Man (46).png, 1,1,1,1,1,1,1,1,1,1,1,1,,,,,Man (46).png,12
Man (47).png, 1,1,1,1,1,1,1,1,1,1,1,1,,,,,Man (47).png,12
Man (48).png, 1,1,1,1,1,1,1,1,1,0,0,0,,,,,Man (48).png,9
Man (49).png, 1,1,1,1,1,1,1,1,1,0,0,0,,,,,Man (49).png,9
Man (50).png, 1,1,1,1,1,1,1,1,1,0,0,0,,,,,Man (50).png,9
Man (51).png, 1,1,1,1,1,1,1,1,1,1,1,1,,,,,Man (51).png,12
Man (52).png, 1,1,1,1,1,1,1,1,1,1,1,1,,,,,Man (52).png,12
Man (53).png, 1,1,1,1,1,1,1,1,1,1,1,1,,,,,Man (53).png,12
Man (54).png, 1,1,1,1,1,1,1,1,1,1,1,1,,,,,Man (54).png,12
Man (55).png, 1,1,1,1,1,1,1,1,1,1,1,1,,,,,Man (55).png,12
Man (56).png, 1,1,1,1,1,1,1,1,1,1,1,1,,,,,Man (56).png,12
Man (57).png, 1,1,1,1,0,0,0,0,0,0,0,0,,,,,Man (57).png,4
Man (58).png, 1,1,1,1,0,0,0,0,0,0,0,0,,,,,Man (58).png,4
Man (59).png, 1,1,1,1,0,0,0,0,0,0,0,0,,,,,Man (59).png,4
Man (60).png, 1,1,1,1,0,0,0,0,0,0,0,0,,,,,Man (60).png,4
Man (61).png, 1,1,1,1,0,0,0,0,0,0,0,0,,,,,Man (61).png,4
Man (62).png, 1,1,1,1,0,0,0,0,0,0,0,0,,,,,Man (62).png,4
Man (63).png, 1,1,1,1,0,0,0,0,0,0,0,0,,,,,Man (63).png,4
Man (64).png, 1,1,1,1,0,0,0,0,0,0,0,0,,,,,Man (64).png,4
Man (65).png, 1,1,1,1,0,0,0,0,0,0,0,0,,,,,Man (65).png,4
Man (66).png, 1,1,1,1,0,0,0,0,0,0,0,0,,,,,Man (66).png,4
Man (67).png, 1,1,1,1,0,0,0,0,0,0,0,0,,,,,Man (67).png,4
Man (68).png, 1,1,1,1,0,0,0,0,0,0,0,0,,,,,Man (68).png,4
Man (69).png, 1,1,1,1,0,0,0,0,0,0,0,0,,,,,Man (69).png,4
Man (70).png, 1,1,1,1,0,0,0,0,0,0,0,0,,,,,Man (70).png,4
Man (71).png, 1,1,1,1,0,0,0,0,0,0,0,0,,,,,Man (71).png,4
Man (72).png, 1,1,1,1,0,0,0,0,0,0,0,0,,,,,Man (72).png,4
Man (73).png, 1,1,1,1,0,0,0,0,0,0,0,0,,,,,Man (73).png,4
Man (74).png, 1,1,1,1,0,0,0,0,0,0,0,0,,,,,Man (74).png,4
Man (75).png, 1,1,1,1,0,0,0,0,0,0,0,0,,,,,Man (75).png,4
Man (76).png, 1,1,1,1,0,0,0,0,0,0,0,0,,,,,Man (76).png,4
Man (77).png, 1,1,1,1,0,0,0,0,0,0,0,0,,,,,Man (77).png,4
Man (78).png, 1,1,1,1,0,0,0,0,0,0,0,0,,,,,Man (78).png,4
Man (79).png, 1,1,1,1,0,0,0,0,0,0,0,0,,,,,Man (79).png,4
Man (80).png, 1,1,1,1,0,0,0,0,0,0,0,0,,,,,Man (80).png,4
Man (81).png, 1,1,1,1,0,0,0,0,0,0,0,0,,,,,Man (81).png,4
Man (82).png, 1,1,1,1,0,0,0,0,0,0,0,0,,,,,Man (82).png,4
Man (83).png, 1,1,0,0,0,0,0,0,0,0,0,0,,,,,Man (83).png,2
Man (84).png, 1,1,0,0,0,0,0,0,0,0,0,0,,,,,Man (84).png,2
Man (85).png, 1,1,0,0,0,0,0,0,0,0,0,0,,,,,Man (85).png,2
Man (86).png, 1,1,0,0,0,0,0,0,0,0,0,0,,,,,Man (86).png,2
Man (87).png, 1,1,0,0,0,0,0,0,0,0,0,0,,,,,Man (87).png,2
Man (88).png, 1,1,0,0,0,0,0,0,0,0,0,0,,,,,Man (88).png,2
Man (89).png, 1,1,0,0,0,0,0,0,0,0,0,0,,,,,Man (89).png,2
Man (90).png, 1,1,0,0,0,0,0,0,0,0,0,0,,,,,Man (90).png,2
Man (91).png, 1,1,0,0,0,0,0,0,0,0,0,0,,,,,Man (91).png,2
Man (92).png, 1,1,0,0,0,0,0,0,0,0,0,0,,,,,Man (92).png,2
Man (93).png, 1,1,0,0,0,0,0,0,0,0,0,0,,,,,Man (93).png,2
Man (94).png, 1,1,0,0,0,0,0,0,0,0,0,0,,,,,Man (94).png,2
Man (95).png, 1,1,0,0,0,0,0,0,0,0,0,0,,,,,Man (95).png,2
Man (96).png, 1,1,0,0,0,0,0,0,0,0,0,0,,,,,Man (96).png,2
Man (97).png, 1,1,0,0,0,0,0,0,0,0,0,0,,,,,Man (97).png,2
Man (98).png, 1,1,1,1,0,0,0,0,0,0,0,0,,,,,Man (98).png,4
Man (99).png, 1,1,1,1,0,0,0,0,0,0,0,0,,,,,Man (99).png,4
